City_ID,City,Lat,Lng,Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
235,Kalmar,56.6616,16.3616,broken clouds,34.97,82,75,11.5,SE,2021-12-05 03:12:28
236,Le Port,-20.9373,55.2919,clear sky,79.61,72,2,8.08,RE,2021-12-05 03:12:29
237,Iranshahr,27.2025,60.6848,clear sky,56.89,45,0,1.88,IR,2021-12-05 03:12:29
238,Malanje,-9.5402,16.341,overcast clouds,64.47,98,99,1.59,AO,2021-12-05 03:12:30
239,Nicolas Bravo,18.45,-88.9167,scattered clouds,68.74,90,39,2.04,MX,2021-12-05 03:12:30
240,Burnie,-41.0667,145.9167,overcast clouds,57.38,66,99,8.48,AU,2021-12-05 03:12:30
241,Batamshinskiy,50.5594,58.2747,scattered clouds,22.14,83,43,11.48,KZ,2021-12-05 03:12:31
242,Yuza,39.0,139.9167,overcast clouds,42.04,67,100,10.76,JP,2021-12-05 03:12:31
243,Wakkanai,45.4094,141.6739,overcast clouds,33.73,65,91,27.87,JP,2021-12-05 03:12:31
244,Palmer,42.1584,-72.3287,scattered clouds,38.86,71,40,0.0,US,2021-12-05 03:12:32
245,Tenenkou,14.4572,-4.9169,overcast clouds,72.48,17,96,10.16,ML,2021-12-05 03:12:32
246,Olga,43.7444,135.2892,clear sky,27.64,28,0,3.76,RU,2021-12-05 03:12:32
247,Fare,-16.7,-151.0167,broken clouds,81.32,66,63,12.35,PF,2021-12-05 03:12:33
248,Dezful,32.3811,48.4058,broken clouds,56.91,37,67,0.89,IR,2021-12-05 03:12:33
249,Tinskoy,56.1525,96.9161,overcast clouds,20.95,82,100,13.96,RU,2021-12-05 03:12:33
250,Kodiak,57.79,-152.4072,clear sky,20.71,79,1,3.44,US,2021-12-05 03:12:34
251,La Ronge,55.1001,-105.2842,overcast clouds,-0.15,92,100,5.37,CA,2021-12-05 03:12:34
252,Ust-Tsilma,65.441,52.1498,light snow,1.4,96,100,2.33,RU,2021-12-05 03:12:35
253,San Cristobal,7.7669,-72.225,overcast clouds,69.98,82,94,1.99,VE,2021-12-05 03:12:36
254,Saint-Philippe,-21.3585,55.7679,scattered clouds,79.21,80,39,12.73,RE,2021-12-05 03:12:36
255,Tiksi,71.6872,128.8694,overcast clouds,-18.87,92,100,0.38,RU,2021-12-05 03:12:36
256,Muroto,33.2833,134.15,broken clouds,52.57,60,70,6.64,JP,2021-12-05 03:12:37
257,Concordia,-31.393,-58.0209,scattered clouds,70.79,71,46,3.0,AR,2021-12-05 03:12:37
258,Hadsund,56.7148,10.1168,overcast clouds,35.91,76,100,23.69,DK,2021-12-05 03:12:38
259,Saskylakh,71.9167,114.0833,overcast clouds,-17.66,98,100,9.17,RU,2021-12-05 03:12:38
260,Gurupi,-11.7292,-49.0686,overcast clouds,72.27,95,95,5.23,BR,2021-12-05 03:12:38
261,Santander Jimenez,24.2167,-98.4667,scattered clouds,69.06,90,50,5.91,MX,2021-12-05 03:12:38
262,Arraial Do Cabo,-22.9661,-42.0278,clear sky,72.48,82,5,10.56,BR,2021-12-05 03:12:39
263,Takoradi,4.8845,-1.7554,overcast clouds,79.72,80,100,4.05,GH,2021-12-05 03:12:39
264,Dedza,-14.3779,34.3332,clear sky,64.09,58,10,9.17,MW,2021-12-05 03:12:39
265,Sobolevo,54.4299,31.8996,overcast clouds,26.8,93,100,6.89,RU,2021-12-05 03:12:40
266,Montepuez,-13.1256,38.9997,scattered clouds,66.96,99,31,1.68,MZ,2021-12-05 03:12:40
267,Raton,36.9034,-104.4391,clear sky,46.74,60,1,6.91,US,2021-12-05 03:12:40
268,Tasiilaq,65.6145,-37.6368,snow,26.76,90,100,49.79,GL,2021-12-05 03:12:41
269,Esso,55.9333,158.7,overcast clouds,13.35,82,100,19.86,RU,2021-12-05 03:12:41
270,Mackay,-21.15,149.2,clear sky,91.69,64,0,16.58,AU,2021-12-05 03:12:41
271,Lazaro Cardenas,17.9583,-102.2,broken clouds,76.84,80,70,3.15,MX,2021-12-05 03:12:42
272,Geraldton,-28.7667,114.6,clear sky,88.21,35,0,14.97,AU,2021-12-05 03:13:42
273,Laguna,38.421,-121.4238,mist,55.2,95,90,1.01,US,2021-12-05 03:13:42
274,Do Gonbadan,30.3586,50.7981,clear sky,42.89,93,0,0.0,IR,2021-12-05 03:13:43
275,Vysokogornyy,50.1167,139.15,overcast clouds,8.67,84,97,10.76,RU,2021-12-05 03:13:43
276,Masuguru,-11.3667,38.4167,clear sky,71.8,91,8,2.3,TZ,2021-12-05 03:13:43
277,Severomuysk,56.1481,113.4267,light snow,9.46,91,100,6.64,RU,2021-12-05 03:13:44
278,Churapcha,62.0025,132.4325,overcast clouds,-13.32,97,94,3.94,RU,2021-12-05 03:13:44
279,Constitucion,-35.3333,-72.4167,clear sky,61.07,58,0,8.61,CL,2021-12-05 03:13:44
280,Hasaki,35.7333,140.8333,clear sky,52.29,54,9,14.47,JP,2021-12-05 03:13:45
281,Ankara,39.9199,32.8543,overcast clouds,45.21,88,97,1.48,TR,2021-12-05 03:11:55
282,Margate,51.3813,1.3862,overcast clouds,40.96,86,100,8.01,GB,2021-12-05 03:13:45
283,Porangatu,-13.4408,-49.1486,light rain,71.13,96,85,3.85,BR,2021-12-05 03:13:46
284,Quatre Cocos,-20.2078,57.7625,few clouds,80.71,68,17,11.05,MU,2021-12-05 03:13:46
285,Balagansk,54.0103,103.0544,broken clouds,22.1,76,70,14.83,RU,2021-12-05 03:13:46
286,Cleveland,41.4995,-81.6954,clear sky,41.02,79,1,6.91,US,2021-12-05 03:13:46
287,Tornio,65.8481,24.1466,few clouds,-9.38,98,16,4.45,FI,2021-12-05 03:13:47
288,Chokurdakh,70.6333,147.9167,broken clouds,-41.17,100,56,3.31,RU,2021-12-05 03:13:47
289,Kuusamo,65.9667,29.1833,broken clouds,-2.16,84,75,3.44,FI,2021-12-05 03:13:48
290,Rensvik,63.1,7.8167,broken clouds,32.27,59,75,6.91,NO,2021-12-05 03:13:48
291,Marathon,44.9,-89.7668,overcast clouds,32.2,62,90,3.44,US,2021-12-05 03:13:49
292,Elko,41.0002,-115.5012,few clouds,42.64,46,16,10.0,US,2021-12-05 03:13:49
293,Nantucket,41.2835,-70.0995,clear sky,44.96,70,1,12.66,US,2021-12-05 03:13:49
294,Clyde River,70.4692,-68.5914,snow,12.43,85,100,34.52,CA,2021-12-05 03:13:50
295,Kaabong,3.4836,34.1492,broken clouds,63.12,82,64,13.73,UG,2021-12-05 03:13:50
296,Belyy Yar,53.6039,91.3903,overcast clouds,18.86,89,96,6.71,RU,2021-12-05 03:13:51
297,Gorlitz,51.1552,14.9885,light rain,36.88,89,100,5.99,DE,2021-12-05 03:11:10
298,Nouadhibou,20.931,-17.0347,overcast clouds,64.38,77,100,12.66,MR,2021-12-05 03:13:51
299,Kinston,35.2627,-77.5816,clear sky,56.25,76,1,3.44,US,2021-12-05 03:13:52
300,Atasu,48.6814,71.6433,overcast clouds,22.42,80,100,2.68,KZ,2021-12-05 03:13:52
301,Codrington,-38.2667,141.9667,clear sky,63.03,46,0,14.32,AU,2021-12-05 03:13:52
302,Tabuk,17.4189,121.4443,overcast clouds,72.3,79,88,5.01,PH,2021-12-05 03:13:53
303,Okhotsk,59.3833,143.3,overcast clouds,-10.66,88,100,11.68,RU,2021-12-05 03:13:53
304,Bowmore,34.9421,-79.3031,clear sky,59.9,82,1,0.0,US,2021-12-05 03:13:53
305,Atar,20.5169,-13.0499,overcast clouds,69.84,15,87,8.77,MR,2021-12-05 03:13:54
306,Sunbury,-37.5833,144.7333,scattered clouds,71.83,47,40,1.01,AU,2021-12-05 03:13:54
307,Senanga,-16.1167,23.2667,overcast clouds,68.04,82,94,1.83,ZM,2021-12-05 03:13:55
308,Sovetskaya Gavan,48.9723,140.2878,clear sky,19.18,67,8,7.76,RU,2021-12-05 03:13:55
309,Pisco,-13.7,-76.2167,clear sky,65.01,88,0,9.22,PE,2021-12-05 03:13:55
310,College,64.8569,-147.8028,overcast clouds,-7.78,72,90,0.0,US,2021-12-05 03:13:56
311,Bandarbeyla,9.4942,50.8122,overcast clouds,73.54,74,95,13.38,SO,2021-12-05 03:13:56
312,Trelew,-43.249,-65.3051,clear sky,70.11,38,0,24.25,AR,2021-12-05 03:13:56
313,Nargana,9.4428,-78.5906,overcast clouds,80.22,86,100,12.06,PA,2021-12-05 03:13:57
314,Westport,41.1415,-73.3579,clear sky,46.22,73,1,5.99,US,2021-12-05 03:13:57
315,Caceres,39.522,-6.3748,few clouds,40.8,96,21,5.57,ES,2021-12-05 03:13:57
316,Sioux Lookout,50.1001,-91.917,few clouds,7.18,92,20,2.3,CA,2021-12-05 03:14:58
317,Vestmannaeyjar,63.4427,-20.2734,overcast clouds,38.5,69,99,27.22,IS,2021-12-05 03:14:58
318,Rafai,4.95,23.9167,broken clouds,69.3,86,60,0.69,CF,2021-12-05 03:11:18
319,Newport,51.5877,-2.9984,overcast clouds,45.18,83,90,24.79,GB,2021-12-05 03:14:59
320,Linxia,35.6003,103.2064,few clouds,36.48,36,12,1.14,CN,2021-12-05 03:14:59
321,Lichtenburg,-26.152,26.1597,light rain,59.7,87,100,13.31,ZA,2021-12-05 03:15:00
322,Petropavlovsk-Kamchatskiy,53.0452,158.6483,scattered clouds,28.99,40,40,8.95,RU,2021-12-05 03:15:00
323,Tabas,33.5959,56.9244,clear sky,44.85,47,0,1.43,IR,2021-12-05 03:15:00
324,Lima,-12.0432,-77.0282,broken clouds,67.89,79,75,14.97,PE,2021-12-05 03:11:24
325,Clarence Town,-32.5833,151.7833,overcast clouds,71.94,73,100,7.9,AU,2021-12-05 03:15:01
326,Araouane,18.9048,-3.5265,broken clouds,62.56,20,72,12.12,ML,2021-12-05 03:15:01
327,Pulaski,34.7668,-92.3001,overcast clouds,59.25,73,90,5.01,US,2021-12-05 03:15:01
328,Oka,45.4649,-74.0889,light snow,23.31,83,100,1.14,CA,2021-12-05 03:15:02
329,La Quinta,33.6634,-116.31,clear sky,73.56,40,0,5.14,US,2021-12-05 03:15:02
330,Taoudenni,22.6783,-3.9836,clear sky,55.08,24,7,11.83,ML,2021-12-05 03:15:02
331,Hefei,31.8639,117.2808,overcast clouds,55.54,39,87,5.61,CN,2021-12-05 03:15:03
332,Bolanos De Calatrava,38.9069,-3.6635,broken clouds,46.78,89,55,9.28,ES,2021-12-05 03:15:03
333,Japura,-0.3167,102.35,moderate rain,80.49,84,100,1.97,ID,2021-12-05 03:15:03
334,Senneterre,48.3835,-77.2328,overcast clouds,8.82,97,94,2.98,CA,2021-12-05 03:15:04
335,Jasper,37.2001,-94.3502,overcast clouds,57.81,55,90,5.01,US,2021-12-05 03:15:04
336,Kalmunai,7.4167,81.8167,clear sky,80.38,79,1,3.33,LK,2021-12-05 03:15:04
337,Port Augusta,-32.5,137.7667,overcast clouds,82.71,24,100,4.23,AU,2021-12-05 03:15:05
338,Villarrica,-25.75,-56.4333,few clouds,72.95,57,13,3.83,PY,2021-12-05 03:15:05
339,Popova,42.9603,131.7228,clear sky,15.89,62,1,8.23,RU,2021-12-05 03:15:05
340,Tuatapere,-46.1333,167.6833,light rain,52.83,89,100,6.82,NZ,2021-12-05 03:15:06
341,Aksha,50.2814,113.2867,clear sky,28.31,62,3,16.44,RU,2021-12-05 03:15:06
342,Opuwo,-18.0607,13.84,broken clouds,64.63,26,75,2.33,NA,2021-12-05 03:15:07
343,Grand Gaube,-20.0064,57.6608,clear sky,81.0,71,2,4.0,MU,2021-12-05 03:15:07
344,Kansanshi,-12.0951,26.4273,clear sky,63.66,63,3,3.6,ZM,2021-12-05 03:15:07
345,Rosendal,59.9867,6.0135,overcast clouds,34.75,66,98,9.08,NO,2021-12-05 03:15:08
346,Yeppoon,-23.1333,150.7333,clear sky,87.58,64,8,14.41,AU,2021-12-05 03:15:08
347,Bandundu,-3.3167,17.3667,overcast clouds,72.61,95,100,0.81,CD,2021-12-05 03:15:09
348,Solvychegodsk,61.3305,46.9156,overcast clouds,4.32,92,100,8.39,RU,2021-12-05 03:15:09
349,Boa Vista,2.8197,-60.6733,clear sky,80.58,69,0,12.66,BR,2021-12-05 03:15:10
350,Vieques,18.425,-65.8329,broken clouds,80.91,83,75,10.36,PR,2021-12-05 03:15:10
351,Callaway,30.153,-85.5699,fog,59.0,96,1,0.0,US,2021-12-05 03:15:10
352,Vadso,70.0744,29.7487,scattered clouds,-1.32,79,28,23.42,NO,2021-12-05 03:15:10
353,Kanniyakumari,8.0833,77.5667,scattered clouds,80.85,73,43,4.54,IN,2021-12-05 03:15:11
354,Cockburn Town,21.4612,-71.1419,few clouds,80.6,72,15,22.21,TC,2021-12-05 03:15:11
355,Zongozotla,19.9833,-97.7333,scattered clouds,64.0,92,46,2.44,MX,2021-12-05 03:15:11
356,Port Shepstone,-30.7414,30.455,overcast clouds,71.33,93,100,10.0,ZA,2021-12-05 03:15:12
357,Paamiut,61.994,-49.6678,snow,31.46,99,99,14.36,GL,2021-12-05 03:15:12
358,Karlskrona,56.1616,15.5866,overcast clouds,30.65,77,100,20.51,SE,2021-12-05 03:15:12
359,Monterey,36.2505,-121.2516,clear sky,49.12,1,0,8.01,US,2021-12-05 03:15:13
360,Kenai,60.5544,-151.2583,light snow,8.02,88,90,4.61,US,2021-12-05 03:15:13
361,Kitimat,54.0524,-128.6534,scattered clouds,28.78,95,37,0.2,CA,2021-12-05 03:16:13
362,Souillac,-20.5167,57.5167,scattered clouds,80.98,69,40,9.22,MU,2021-12-05 03:16:14
363,Benito Juarez,19.385,-99.165,clear sky,62.42,46,1,5.99,MX,2021-12-05 03:16:14
364,Bac Lieu,9.285,105.7244,broken clouds,76.32,62,71,7.38,VN,2021-12-05 03:11:47
365,Vao,-22.6667,167.4833,overcast clouds,76.78,85,100,17.43,NC,2021-12-05 03:16:14
366,Anadyr,64.75,177.4833,snow,25.3,86,75,42.5,RU,2021-12-05 03:16:15
367,Poum,-20.2333,164.0167,clear sky,81.34,72,4,6.24,NC,2021-12-05 03:16:15
368,Pudozh,61.8099,36.5345,scattered clouds,-14.76,99,27,3.62,RU,2021-12-05 03:16:16
369,Aklavik,68.2191,-135.0107,clear sky,-21.17,86,4,7.76,CA,2021-12-05 03:16:16
370,Kiruna,67.8557,20.2251,light snow,-12.08,77,88,3.44,SE,2021-12-05 03:16:16
371,Gafargaon,24.4333,90.5667,overcast clouds,73.38,71,100,4.16,BD,2021-12-05 03:16:17
372,Lotofaga,-13.9764,-171.8578,scattered clouds,85.78,71,36,12.17,WS,2021-12-05 03:16:17
373,Hovd,48.0056,91.6419,clear sky,19.58,58,6,0.65,MN,2021-12-05 03:16:17
374,Formosa Do Rio Preto,-11.0483,-45.1931,overcast clouds,68.14,97,98,2.51,BR,2021-12-05 03:16:18
375,Jalu,29.0331,21.5482,clear sky,54.39,74,0,10.33,LY,2021-12-05 03:16:18
376,Puerto Ayacucho,5.6639,-67.6236,broken clouds,75.54,87,83,3.33,VE,2021-12-05 03:16:19
377,Sena Madureira,-9.0656,-68.6569,overcast clouds,75.29,93,100,1.19,BR,2021-12-05 03:16:19
378,Sur,22.5667,59.5289,few clouds,72.81,57,12,4.61,OM,2021-12-05 03:16:19
379,Pangkalanbuun,-2.6833,111.6167,overcast clouds,79.9,82,100,3.87,ID,2021-12-05 03:16:20
380,Coahuayana,18.7333,-103.6833,clear sky,80.08,92,6,2.51,MX,2021-12-05 03:16:20
381,Mamakan,57.8161,114.0028,overcast clouds,23.61,82,100,13.67,RU,2021-12-05 03:16:20
382,Port Hardy,50.6996,-127.4199,clear sky,39.2,93,1,9.22,CA,2021-12-05 03:16:21
383,Teacapan,22.55,-105.75,broken clouds,73.49,77,82,5.46,MX,2021-12-05 03:16:21
384,Hamilton,39.1834,-84.5333,clear sky,42.04,69,1,4.61,US,2021-12-05 03:11:41
385,Lorengau,-2.0226,147.2712,heavy intensity rain,81.54,85,100,19.13,PG,2021-12-05 03:16:21
386,Husavik,66.0449,-17.3389,broken clouds,13.91,79,57,15.66,IS,2021-12-05 03:16:22
387,Yarada,17.65,83.2667,light intensity drizzle,79.12,78,75,4.61,IN,2021-12-05 03:16:22
388,Roald,62.5833,6.1333,light rain,37.54,56,90,10.36,NO,2021-12-05 03:16:22
389,Coquimbo,-29.9533,-71.3436,overcast clouds,58.73,88,90,5.75,CL,2021-12-05 03:14:00
390,Sao Felix Do Xingu,-6.6447,-51.995,light rain,72.39,98,100,0.74,BR,2021-12-05 03:16:23
391,Bubaque,11.2833,-15.8333,few clouds,80.6,77,24,13.62,GW,2021-12-05 03:16:23
392,Pochutla,15.7432,-96.4661,clear sky,76.82,67,0,3.31,MX,2021-12-05 03:16:24
393,Conde,-7.2597,-34.9075,broken clouds,78.26,94,75,5.75,BR,2021-12-05 03:16:24
394,Ammon,43.4696,-111.9666,clear sky,46.94,49,1,4.0,US,2021-12-05 03:16:24
395,Manuk Mangkaw,4.8,119.85,overcast clouds,82.47,75,100,8.97,PH,2021-12-05 03:16:25
396,Kavaratti,10.5669,72.642,scattered clouds,81.1,77,28,10.33,IN,2021-12-05 03:16:25
397,Phuket,8.0,98.25,few clouds,82.62,65,20,10.36,TH,2021-12-05 03:15:32
398,Inzhavino,52.3185,42.4937,overcast clouds,26.71,80,100,2.53,RU,2021-12-05 03:16:26
399,Vanimo,-2.6741,141.3028,overcast clouds,86.11,68,100,9.42,PG,2021-12-05 03:16:26
400,Xuddur,4.1213,43.8894,broken clouds,68.67,83,84,12.48,SO,2021-12-05 03:16:26
401,Bambous Virieux,-20.3428,57.7575,scattered clouds,80.85,69,40,9.22,MU,2021-12-05 03:16:27
402,Avera,33.194,-82.5271,broken clouds,60.67,84,66,4.34,US,2021-12-05 03:16:27
403,Alofi,-19.0595,-169.9187,light rain,84.09,79,87,11.5,NU,2021-12-05 03:16:27
404,Bang Saphan,11.2126,99.5117,broken clouds,82.35,57,70,13.15,TH,2021-12-05 03:16:28
405,Yumen,40.2833,97.2,clear sky,37.94,19,10,6.78,CN,2021-12-05 03:16:28
406,Pilar,-9.5972,-35.9567,broken clouds,78.73,93,84,4.61,BR,2021-12-05 03:16:28
407,Jurado,7.1053,-77.7641,light rain,75.97,94,93,3.15,CO,2021-12-05 03:17:29
408,Havre-Saint-Pierre,50.2334,-63.5986,clear sky,23.59,67,1,14.97,CA,2021-12-05 03:17:29
409,Mbour,14.422,-16.9638,overcast clouds,72.45,53,100,10.74,SN,2021-12-05 03:17:29
410,Maumere,-8.6199,122.2111,overcast clouds,84.9,69,96,7.4,ID,2021-12-05 03:17:30
411,Thinadhoo,0.5333,72.9333,moderate rain,81.84,80,45,16.73,MV,2021-12-05 03:17:30
412,Pevek,69.7008,170.3133,scattered clouds,-27.33,100,26,3.56,RU,2021-12-05 03:17:30
413,Santiago,-33.4569,-70.6483,clear sky,74.86,35,0,4.61,CL,2021-12-05 03:17:31
414,Makat,47.6469,53.3463,scattered clouds,31.64,76,42,11.05,KZ,2021-12-05 03:17:31
415,Korla,41.7597,86.1469,overcast clouds,31.77,46,98,1.7,CN,2021-12-05 03:17:31
416,Lashio,22.9333,97.75,scattered clouds,69.08,63,38,0.74,MM,2021-12-05 03:17:32
417,Constantine,36.365,6.6147,clear sky,44.01,70,0,10.36,DZ,2021-12-05 03:17:32
418,Cayenne,4.9333,-52.3333,overcast clouds,76.08,92,90,0.0,GF,2021-12-05 03:15:39
419,Okha,53.5739,142.9478,overcast clouds,6.6,80,98,13.62,RU,2021-12-05 03:17:32
420,Ulladulla,-35.35,150.4667,overcast clouds,66.87,56,100,9.62,AU,2021-12-05 03:17:33
421,Baykit,61.67,96.37,overcast clouds,-5.71,96,99,2.59,RU,2021-12-05 03:17:33
422,Saquena,-4.6667,-73.5167,overcast clouds,73.35,98,97,1.79,PE,2021-12-05 03:17:34
423,Xining,36.6167,101.7667,broken clouds,33.03,20,77,2.62,CN,2021-12-05 03:17:34
424,Ixtapa,20.7,-105.2,few clouds,78.03,83,20,0.0,MX,2021-12-05 03:17:34
425,Kungurtug,50.5994,97.5228,scattered clouds,9.79,87,46,0.65,RU,2021-12-05 03:17:35
426,Havelock,34.8791,-76.9013,overcast clouds,57.18,87,100,1.99,US,2021-12-05 03:17:14
427,Grants Pass,42.439,-123.3284,overcast clouds,44.26,91,90,0.0,US,2021-12-05 03:15:24
428,Numan,9.4667,12.0333,overcast clouds,74.95,32,99,2.28,NG,2021-12-05 03:17:35
429,Anshun,26.25,105.9333,overcast clouds,51.69,73,100,4.0,CN,2021-12-05 03:17:35
430,Riyadh,24.6877,46.7219,clear sky,48.34,32,2,5.32,SA,2021-12-05 03:15:47
431,Cururupu,-1.8283,-44.8683,overcast clouds,75.42,96,99,2.84,BR,2021-12-05 03:17:36
432,Lata,40.1629,-8.3327,broken clouds,51.82,78,77,7.18,PT,2021-12-05 03:17:36
433,Port Hedland,-20.3167,118.5667,scattered clouds,109.45,10,27,12.66,AU,2021-12-05 03:17:37
434,Kuna,43.4918,-116.4201,mist,56.21,91,1,3.44,US,2021-12-05 03:17:37
435,Camacari,-12.6975,-38.3242,few clouds,80.37,94,12,4.32,BR,2021-12-05 03:17:37
436,Damavand,35.7178,52.065,clear sky,31.84,37,2,5.55,IR,2021-12-05 03:17:38
437,Wawa,9.9022,4.4192,broken clouds,72.57,33,62,5.75,NG,2021-12-05 03:17:38
438,Mantua,45.1667,10.7833,overcast clouds,42.69,90,100,3.0,IT,2021-12-05 03:17:38
439,Sao Domingos Do Maranhao,-5.5758,-44.3853,overcast clouds,72.14,98,100,2.48,BR,2021-12-05 03:17:39
440,Pucara,-15.9803,-71.4606,overcast clouds,39.33,88,94,3.04,PE,2021-12-05 03:17:39
441,Puerto Leguizamo,-0.1934,-74.7819,overcast clouds,71.89,98,97,2.28,CO,2021-12-05 03:17:39
442,Prince Rupert,54.3161,-130.3201,scattered clouds,35.29,82,40,5.75,CA,2021-12-05 03:17:40
443,Anloga,5.7947,0.8973,overcast clouds,81.79,79,96,7.87,GH,2021-12-05 03:17:40
444,Basseterre,17.2948,-62.7261,few clouds,79.18,90,17,20.07,KN,2021-12-05 03:17:40
445,Lodwar,3.1191,35.5973,scattered clouds,79.09,59,48,11.36,KE,2021-12-05 03:17:41
446,Panaba,21.2833,-88.2667,clear sky,67.69,87,4,6.73,MX,2021-12-05 03:17:41
447,Lompoc,34.6391,-120.4579,broken clouds,55.13,83,75,13.0,US,2021-12-05 03:17:41
448,Puerto Escondido,15.85,-97.0667,clear sky,78.98,68,0,2.71,MX,2021-12-05 03:17:42
449,Laurel,39.0993,-76.8483,scattered clouds,50.76,61,40,4.61,US,2021-12-05 03:17:42
450,Torbat-E Jam,35.244,60.6225,clear sky,34.81,90,2,0.92,IR,2021-12-05 03:17:43
451,Youhao,47.8667,128.8333,scattered clouds,27.43,67,25,8.43,CN,2021-12-05 03:17:43
452,Magadan,59.5667,150.8,overcast clouds,-0.98,94,92,11.1,RU,2021-12-05 03:17:43
453,Royan,45.6285,-1.0281,overcast clouds,45.79,70,90,23.22,FR,2021-12-05 03:17:43
454,Bureya,49.8133,129.8131,scattered clouds,14.95,87,26,12.21,RU,2021-12-05 03:17:44
455,Nanortalik,60.1432,-45.2371,snow,33.35,99,100,15.1,GL,2021-12-05 03:18:44
456,Oskemen,49.9565,82.6119,fog,10.36,92,90,2.24,KZ,2021-12-05 03:18:45
457,Ordynskoye,54.3656,81.8994,overcast clouds,22.66,95,100,10.58,RU,2021-12-05 03:18:45
458,Nabire,-3.3667,135.4833,overcast clouds,87.64,60,100,1.61,ID,2021-12-05 03:18:45
459,Kuruman,-27.4524,23.4325,light rain,61.0,90,100,15.19,ZA,2021-12-05 03:18:46
460,Tonekabon,36.8163,50.8738,few clouds,42.75,57,16,5.26,IR,2021-12-05 03:18:46
461,Yar-Sale,66.8333,70.8333,few clouds,-21.28,98,17,4.59,RU,2021-12-05 03:18:46
462,Bani,18.2833,-70.3333,broken clouds,76.86,80,55,11.39,DO,2021-12-05 03:18:47
463,Bardiyah,31.7561,25.0865,broken clouds,62.82,68,64,30.85,LY,2021-12-05 03:18:47
464,Dongli,23.5656,116.8194,clear sky,69.78,43,0,6.71,CN,2021-12-05 03:18:47
465,Kefamenanu,-9.4467,124.4781,overcast clouds,88.47,52,93,2.82,ID,2021-12-05 03:18:48
466,Denpasar,-8.65,115.2167,broken clouds,83.86,79,75,12.66,ID,2021-12-05 03:17:47
467,Dharchula,29.85,80.5333,clear sky,61.39,41,0,3.04,IN,2021-12-05 03:18:48
468,Gejiu,23.306,103.1635,scattered clouds,49.51,66,32,2.98,CN,2021-12-05 03:18:49
469,Lagoa,39.05,-27.9833,few clouds,63.1,78,14,10.96,PT,2021-12-05 03:18:49
470,Portland,45.5234,-122.6762,light rain,53.1,93,90,3.0,US,2021-12-05 03:15:14
471,Przasnysz,53.0191,20.8803,overcast clouds,28.63,80,100,5.95,PL,2021-12-05 03:18:50
