City_ID,City,Lat,Lng,Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
472,Shenzhen,22.5455,114.0683,broken clouds,69.13,51,59,5.82,CN,2021-12-05 03:18:50
473,Kasongo-Lunda,-6.4667,16.8167,overcast clouds,69.93,99,100,0.83,CD,2021-12-05 03:18:50
474,Maxixe,-23.8597,35.3472,clear sky,75.6,92,0,7.58,MZ,2021-12-05 03:18:51
475,Saint Anthony,45.0205,-93.218,light snow,31.24,82,90,1.01,US,2021-12-05 03:18:51
476,Port Lincoln,-34.7333,135.8667,overcast clouds,64.67,59,100,8.97,AU,2021-12-05 03:15:23
477,Sterling,39.0062,-77.4286,broken clouds,50.27,56,75,0.0,US,2021-12-05 03:16:30
478,Yayva,59.3303,57.2641,overcast clouds,25.99,89,100,7.4,RU,2021-12-05 03:18:52
479,Kosh-Agach,50.0,88.6667,broken clouds,6.12,89,53,2.57,RU,2021-12-05 03:18:52
480,Svetlogorsk,52.6333,29.7333,overcast clouds,27.86,88,100,7.31,BY,2021-12-05 03:18:52
481,Andreyevo,55.9465,41.1505,broken clouds,20.17,90,70,4.0,RU,2021-12-05 03:18:53
482,Cap Malheureux,-19.9842,57.6142,clear sky,81.09,71,1,4.0,MU,2021-12-05 03:18:53
483,Kitui,-1.367,38.0106,light rain,61.14,94,34,1.61,KE,2021-12-05 03:18:53
484,Kirksville,40.1948,-92.5833,clear sky,38.05,45,1,5.99,US,2021-12-05 03:18:54
485,Palauig,15.435,119.9045,broken clouds,82.51,50,63,0.85,PH,2021-12-05 03:18:54
486,Amahai,-3.3333,128.9167,overcast clouds,84.18,74,100,3.47,ID,2021-12-05 03:18:54
487,Boromo,11.75,-2.9333,scattered clouds,72.99,16,26,5.46,BF,2021-12-05 03:18:55
488,Alice Springs,-23.7,133.8833,clear sky,87.35,20,1,17.27,AU,2021-12-05 03:18:55
489,Viedma,-40.8135,-62.9967,clear sky,57.43,54,6,12.24,AR,2021-12-05 03:18:05
490,Tainan,22.9908,120.2133,scattered clouds,76.78,38,40,3.44,TW,2021-12-05 03:15:50
491,Samarai,-10.6167,150.6667,overcast clouds,84.58,71,96,7.83,PG,2021-12-05 03:18:56
492,Kidal,18.4411,1.4078,overcast clouds,71.6,16,100,6.93,ML,2021-12-05 03:18:56
493,Grand Forks,47.9417,-97.4337,light snow,28.33,80,90,12.66,US,2021-12-05 03:15:39
494,Grindavik,63.8424,-22.4338,clear sky,34.27,69,0,13.8,IS,2021-12-05 03:18:56
495,Coari,-4.085,-63.1414,broken clouds,73.87,98,55,2.73,BR,2021-12-05 03:18:57
496,Maragogi,-9.0122,-35.2225,broken clouds,77.07,87,58,8.41,BR,2021-12-05 03:18:57
497,Homa Bay,-0.5273,34.4571,overcast clouds,65.12,80,92,4.47,KE,2021-12-05 03:18:58
498,Lavrentiya,65.5833,-171.0,snow,25.18,96,100,17.38,RU,2021-12-05 03:18:58
499,Kang,-23.6752,22.7876,overcast clouds,68.32,70,100,10.92,BW,2021-12-05 03:18:58
500,Gladstone,-23.85,151.25,few clouds,84.13,61,17,13.8,AU,2021-12-05 03:16:05
501,Hofn,64.2539,-15.2082,scattered clouds,29.39,59,36,8.61,IS,2021-12-05 03:18:59
502,Teknaf,20.8624,92.3058,overcast clouds,77.79,64,96,3.4,BD,2021-12-05 03:19:59
503,Vallenar,-28.5708,-70.7581,clear sky,70.12,37,6,3.2,CL,2021-12-05 03:20:00
504,Smirnykh,49.75,142.8333,broken clouds,15.87,71,57,3.11,RU,2021-12-05 03:20:00
505,Ahuimanu,21.4447,-157.8378,light rain,73.11,75,75,5.75,US,2021-12-05 03:20:00
506,Ljungby,56.8332,13.9408,overcast clouds,28.81,89,95,13.02,SE,2021-12-05 03:20:01
507,Lahaina,20.8783,-156.6825,light rain,74.95,69,100,17.11,US,2021-12-05 03:20:01
508,High Rock,26.6208,-78.2833,overcast clouds,62.62,61,91,9.8,BS,2021-12-05 03:20:02
509,Orel-Izumrud,43.4583,39.9244,light intensity shower rain,48.22,61,90,8.95,RU,2021-12-05 03:20:02
510,Naryan-Mar,67.6713,53.087,overcast clouds,19.4,85,91,10.09,RU,2021-12-05 03:20:02
511,Matara,5.9485,80.5353,scattered clouds,80.85,81,44,3.65,LK,2021-12-05 03:20:03
512,Cerritos,33.8583,-118.0648,clear sky,62.08,87,1,5.99,US,2021-12-05 03:15:31
513,Esil,51.9556,66.4042,overcast clouds,20.37,88,94,8.34,KZ,2021-12-05 03:20:03
514,Nikolayevsk-Na-Amure,53.1406,140.73,overcast clouds,6.51,78,96,6.08,RU,2021-12-05 03:20:04
515,Paso De Los Toros,-32.8167,-56.5167,clear sky,64.35,81,8,10.04,UY,2021-12-05 03:18:42
516,Half Moon Bay,37.4636,-122.4286,overcast clouds,54.79,88,90,1.99,US,2021-12-05 03:20:04
517,Mpanda,-6.3655,31.0409,overcast clouds,69.78,62,93,2.86,TZ,2021-12-05 03:20:05
518,Milkovo,54.7167,158.6167,broken clouds,19.49,72,62,10.42,RU,2021-12-05 03:20:05
519,Sakakah,29.9697,40.2064,broken clouds,54.97,39,71,4.47,SA,2021-12-05 03:20:05
520,Puerto Baquerizo Moreno,-0.9,-89.6,scattered clouds,68.47,88,27,7.99,EC,2021-12-05 03:20:06
521,Hudiksvall,61.729,17.1036,light snow,18.99,76,100,7.2,SE,2021-12-05 03:20:06
522,Padang,-0.9492,100.3543,overcast clouds,78.85,84,99,3.47,ID,2021-12-05 03:20:07
523,San Juan,-31.5375,-68.5364,overcast clouds,67.1,61,98,5.75,AR,2021-12-05 03:20:07
524,Pedasi,7.5333,-80.0333,broken clouds,77.07,85,69,12.3,PA,2021-12-05 03:20:07
525,Orlik,52.5178,99.825,scattered clouds,8.46,85,27,5.06,RU,2021-12-05 03:20:08
526,Tahe,52.3333,124.7333,overcast clouds,9.91,83,100,2.66,CN,2021-12-05 03:20:08
527,Sabang,5.8933,95.3214,few clouds,81.79,74,23,11.61,ID,2021-12-05 03:20:08
528,Arroyos Y Esteros,-25.0667,-57.1,broken clouds,80.35,45,82,5.55,PY,2021-12-05 03:20:09
529,Raudeberg,61.9875,5.1352,light snow,36.27,94,100,4.0,NO,2021-12-05 03:20:09
530,Preobrazheniye,42.9019,133.9064,clear sky,33.17,35,0,11.7,RU,2021-12-05 03:20:09
531,Dinghai,26.2847,119.7936,overcast clouds,59.92,66,100,13.2,CN,2021-12-05 03:20:10
532,Mizdah,31.4451,12.9801,clear sky,41.79,72,0,7.61,LY,2021-12-05 03:20:10
533,Pudem,58.3044,52.1675,overcast clouds,22.14,90,99,14.29,RU,2021-12-05 03:20:10
534,Shangrao,28.4532,117.9686,clear sky,58.03,50,0,4.25,CN,2021-12-05 03:20:11
535,Vikhorevka,56.1201,101.1636,overcast clouds,20.79,85,99,14.12,RU,2021-12-05 03:20:11
536,Nianzishan,47.5167,122.8833,clear sky,25.92,61,5,2.01,CN,2021-12-05 03:20:11
537,Moron,-34.6534,-58.6198,overcast clouds,69.98,82,97,4.0,AR,2021-12-05 03:20:13
538,Dabakala,8.3667,-4.4333,broken clouds,76.08,53,59,4.52,CI,2021-12-05 03:20:13
539,Waipawa,-41.4122,175.5153,moderate rain,68.63,57,47,12.77,NZ,2021-12-05 03:20:14
540,Houston,29.7633,-95.3633,broken clouds,72.25,89,75,5.01,US,2021-12-05 03:15:39
541,Guilin,25.2819,110.2864,clear sky,60.91,41,1,2.91,CN,2021-12-05 03:20:14
542,Swan Hill,-35.3378,143.5544,clear sky,77.34,14,0,5.28,AU,2021-12-05 03:20:15
543,Guaruja,-23.9931,-46.2564,few clouds,78.91,26,18,4.68,BR,2021-12-05 03:20:15
544,San Quintin,30.4833,-115.95,broken clouds,58.5,87,73,13.58,MX,2021-12-05 03:20:15
545,Yazoo City,32.8551,-90.4056,scattered clouds,62.76,91,43,1.05,US,2021-12-05 03:20:16
546,Porto Novo,6.4965,2.6036,overcast clouds,78.84,86,100,3.76,BJ,2021-12-05 03:20:16
547,Nioro,13.35,-15.75,overcast clouds,73.56,58,100,4.05,GM,2021-12-05 03:18:08
548,Winnemucca,40.973,-117.7357,clear sky,44.11,52,1,3.44,US,2021-12-05 03:16:46
549,Klichka,50.4457,117.996,scattered clouds,18.88,87,28,5.03,RU,2021-12-05 03:21:17
550,Jardim,-21.4803,-56.1381,overcast clouds,77.76,57,100,3.11,BR,2021-12-05 03:21:18
551,Greenville,35.6127,-77.3663,clear sky,56.28,78,1,0.0,US,2021-12-05 03:21:18
552,Estevan,49.1334,-102.9842,snow,26.94,86,90,11.5,CA,2021-12-05 03:21:18
553,Nome,64.5011,-165.4064,snow,12.27,85,90,19.57,US,2021-12-05 03:21:19
554,Ashcroft,50.7165,-121.2859,overcast clouds,30.54,82,93,2.8,CA,2021-12-05 03:21:19
555,Santa Maria Del Oro,25.9333,-105.3667,overcast clouds,60.44,32,100,0.81,MX,2021-12-05 03:21:19
556,Iacu,-12.7672,-40.2117,clear sky,70.14,91,3,1.52,BR,2021-12-05 03:21:20
557,Najran,17.4924,44.1277,clear sky,48.85,40,0,2.08,SA,2021-12-05 03:21:20
558,Ulaangom,49.9811,92.0667,clear sky,6.8,75,7,4.18,MN,2021-12-05 03:21:20
559,Mandalgovi,45.7625,106.2708,clear sky,29.05,38,2,18.54,MN,2021-12-05 03:21:21
560,Cervo,43.6702,-7.4101,light rain,49.19,77,91,24.45,ES,2021-12-05 03:21:21
561,Portoferraio,42.8115,10.3146,clear sky,59.97,63,1,16.2,IT,2021-12-05 03:21:21
562,Klaksvik,62.2266,-6.589,overcast clouds,38.32,57,99,19.39,FO,2021-12-05 03:21:22
563,Chuy,-33.6971,-53.4616,overcast clouds,63.57,93,99,7.11,UY,2021-12-05 03:21:22
564,Batticaloa,7.7102,81.6924,clear sky,80.02,81,1,3.94,LK,2021-12-05 03:21:22
565,General Roca,-39.0333,-67.5833,clear sky,66.6,50,0,18.54,AR,2021-12-05 03:21:23
566,Moerai,-22.4333,-151.3333,overcast clouds,78.19,74,92,9.35,PF,2021-12-05 03:21:23
567,Kiama,-34.6833,150.8667,overcast clouds,67.37,62,85,1.01,AU,2021-12-05 03:21:24
568,Oistins,13.0667,-59.5333,few clouds,80.69,74,20,18.41,BB,2021-12-05 03:21:24
569,Canon City,38.441,-105.2424,clear sky,54.0,50,1,1.01,US,2021-12-05 03:21:24
570,Kamenka,51.3223,42.7678,overcast clouds,26.74,81,100,5.93,RU,2021-12-05 03:21:25
571,Tahoua,14.8888,5.2692,clear sky,69.84,15,1,10.65,NE,2021-12-05 03:21:25
572,Yalutorovsk,56.6536,66.3006,overcast clouds,31.33,89,100,15.1,RU,2021-12-05 03:21:25
573,Hokitika,-42.7167,170.9667,overcast clouds,62.29,98,100,16.73,NZ,2021-12-05 03:21:26
574,Araguacu,-12.9306,-49.8264,broken clouds,73.04,96,74,5.66,BR,2021-12-05 03:21:26
575,Santa Rosa,14.3122,121.1114,overcast clouds,86.09,62,99,18.07,PH,2021-12-05 03:18:17
576,Brigantine,39.4101,-74.3646,clear sky,44.02,91,1,0.0,US,2021-12-05 03:17:37
577,Bolkhov,53.4433,36.0044,overcast clouds,27.46,92,100,7.0,RU,2021-12-05 03:21:27
578,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,overcast clouds,72.36,99,92,0.2,BR,2021-12-05 03:21:27
579,Pitimbu,-7.4706,-34.8086,scattered clouds,79.39,84,44,10.6,BR,2021-12-05 03:21:27
580,Ingham,42.6,-84.3833,overcast clouds,34.0,67,90,0.0,US,2021-12-05 03:21:28
581,Parsons,37.3403,-95.2611,broken clouds,57.81,58,78,11.54,US,2021-12-05 03:21:28
582,Sao Filipe,14.8961,-24.4956,overcast clouds,75.27,75,100,8.03,CV,2021-12-05 03:21:28
583,Ozernovskiy,51.5,156.5167,light snow,28.96,75,100,16.51,RU,2021-12-05 03:21:29
584,Solnechnyy,50.7214,136.6319,broken clouds,10.11,75,83,6.24,RU,2021-12-05 03:21:29
585,Matay,28.419,30.7792,overcast clouds,59.02,42,92,9.62,EG,2021-12-05 03:21:29
586,Namatanai,-3.6667,152.4333,light rain,86.43,67,100,10.83,PG,2021-12-05 03:21:30
587,Khor,47.8861,134.9464,broken clouds,12.07,79,58,8.43,RU,2021-12-05 03:21:30
588,Wajid,3.8093,43.2471,overcast clouds,72.03,72,100,12.71,SO,2021-12-05 03:21:30
589,Svobodnyy,51.4,128.1333,overcast clouds,11.25,93,100,8.46,RU,2021-12-05 03:17:33
590,Inzer,54.2167,57.5556,snow,33.76,97,100,8.68,RU,2021-12-05 03:21:31
591,Belokurikha,51.9959,84.9896,overcast clouds,20.61,85,100,5.03,RU,2021-12-05 03:21:31
592,Srednekolymsk,67.45,153.6833,broken clouds,-44.86,100,58,1.95,RU,2021-12-05 03:21:32
593,Atambua,-9.1061,124.8925,overcast clouds,83.64,67,98,3.47,ID,2021-12-05 03:21:32
594,Mount Pleasant,32.7941,-79.8626,clear sky,60.78,95,1,4.0,US,2021-12-05 03:21:32
595,Linhares,-19.3911,-40.0722,few clouds,68.77,91,13,3.58,BR,2021-12-05 03:21:33
596,Binzhou,37.3667,118.0167,clear sky,49.89,44,0,5.28,CN,2021-12-05 03:22:33
597,Valparaiso,-33.0393,-71.6273,clear sky,60.44,82,0,6.91,CL,2021-12-05 03:22:34
598,Volnovakha,47.601,37.4967,light snow,32.94,99,100,12.97,UA,2021-12-05 03:22:34
599,Meulaboh,4.1363,96.1285,scattered clouds,82.76,72,37,2.46,ID,2021-12-05 03:21:36
600,Santa Isabel,-23.3156,-46.2214,broken clouds,71.4,93,81,3.02,BR,2021-12-05 03:22:34
601,Tazovskiy,67.4667,78.7,broken clouds,-30.96,100,64,4.79,RU,2021-12-05 03:22:35
602,Kabalo,-6.05,26.9167,light rain,68.38,97,53,2.1,CD,2021-12-05 03:22:35
603,Kathmandu,27.7167,85.3167,mist,57.42,88,20,0.0,NP,2021-12-05 03:18:05
604,Gorontalo,0.5412,123.0595,overcast clouds,84.65,72,100,6.15,ID,2021-12-05 03:22:36
605,Sacile,45.9541,12.5029,overcast clouds,43.09,85,100,1.01,IT,2021-12-05 03:22:36
606,Touros,-5.1989,-35.4608,few clouds,79.7,81,16,13.06,BR,2021-12-05 03:22:36
607,Kirando,-7.4167,30.6,scattered clouds,74.41,59,47,5.59,TZ,2021-12-05 03:22:37
608,Sailana,23.4667,74.9167,clear sky,66.11,54,1,9.33,IN,2021-12-05 03:22:37
609,Vrbas,45.5714,19.6408,light rain,39.2,83,100,5.17,RS,2021-12-05 03:22:37
610,Hobyo,5.3505,48.5268,scattered clouds,77.74,76,44,16.71,SO,2021-12-05 03:22:38
611,Carberry,49.8689,-99.3602,overcast clouds,21.65,88,100,6.38,CA,2021-12-05 03:22:38
612,Cerignola,41.264,15.9005,broken clouds,58.03,78,59,7.43,IT,2021-12-05 03:22:38
613,Saint-Francois,46.4154,3.9054,overcast clouds,39.67,85,90,3.44,FR,2021-12-05 03:22:39
614,Bima,-8.4667,118.7167,overcast clouds,77.97,92,100,1.25,ID,2021-12-05 03:22:39
615,Broken Hill,-31.95,141.4333,overcast clouds,76.42,24,89,7.67,AU,2021-12-05 03:22:39
616,At-Bashi,41.1702,75.8106,overcast clouds,20.1,62,100,2.13,KG,2021-12-05 03:22:40
617,Capinzal,-27.3436,-51.6119,broken clouds,68.09,76,75,4.38,BR,2021-12-05 03:22:40
618,Kuchinarai,16.541,104.05,few clouds,76.71,41,14,12.21,TH,2021-12-05 03:22:41
619,Ukiah,39.1502,-123.2078,clear sky,53.44,88,1,0.0,US,2021-12-05 03:22:41
620,Auki,-8.7676,160.7034,overcast clouds,83.52,77,100,4.36,SB,2021-12-05 03:22:41
621,Tambura,5.6,27.4667,broken clouds,73.22,53,74,1.79,SS,2021-12-05 03:22:42
622,Calbuco,-41.768,-73.1273,clear sky,49.21,78,0,18.92,CL,2021-12-05 03:22:42
623,Mandera,3.9366,41.867,few clouds,76.78,68,16,10.71,KE,2021-12-05 03:22:42
624,Kybartai,54.6386,22.7632,overcast clouds,28.8,95,85,3.74,LT,2021-12-05 03:22:43
625,Tocopilla,-22.092,-70.1979,few clouds,66.63,71,21,2.13,CL,2021-12-05 03:21:53
626,Ginda,30.6945,78.4932,broken clouds,53.4,31,58,3.27,IN,2021-12-05 03:22:43
627,Mount Isa,-20.7333,139.5,scattered clouds,101.97,17,40,10.36,AU,2021-12-05 03:22:44
628,Talgar,43.3027,77.2395,mist,24.96,100,20,4.47,KZ,2021-12-05 03:22:45
629,Lokosovo,61.1333,74.8167,snow,6.89,95,100,12.15,RU,2021-12-05 03:22:45
630,San Ramon De La Nueva Oran,-23.1322,-64.326,overcast clouds,76.37,91,100,2.53,AR,2021-12-05 03:20:35
631,Kailua,21.4022,-157.7394,light rain,73.38,71,100,16.67,US,2021-12-05 03:22:45
632,Mont-De-Marsan,44.0,-0.6667,light rain,47.61,94,75,8.05,FR,2021-12-05 03:22:46
633,Espanola,35.9911,-106.0806,clear sky,53.58,45,0,1.86,US,2021-12-05 03:22:46
634,Khandyga,62.6667,135.6,overcast clouds,-11.07,96,100,2.1,RU,2021-12-05 03:22:46
635,Hay River,60.8156,-115.7999,few clouds,-23.82,76,20,6.91,CA,2021-12-05 03:18:06
636,Genoa,44.4129,8.9573,clear sky,48.34,70,0,5.99,IT,2021-12-05 03:22:47
637,Rio Grande,-32.035,-52.0986,scattered clouds,67.95,81,30,12.39,BR,2021-12-05 03:22:47
638,Maniitsoq,65.4167,-52.9,light rain,36.79,68,100,30.42,GL,2021-12-05 03:22:48
639,Celestun,20.8667,-90.4,clear sky,74.34,74,5,13.96,MX,2021-12-05 03:21:16
640,Kropotkin,45.4375,40.5756,light rain,49.14,79,100,13.89,RU,2021-12-05 03:22:48
641,Sangar,63.9242,127.4739,light snow,-12.15,96,100,12.41,RU,2021-12-05 03:22:48
642,Kyra,49.5776,111.9753,few clouds,23.61,72,21,7.07,RU,2021-12-05 03:22:49
643,Oum Hadjer,13.2954,19.6966,scattered clouds,74.03,17,35,9.82,TD,2021-12-05 03:22:49
644,Wageningen,51.9667,5.6667,overcast clouds,39.94,93,90,10.36,NL,2021-12-05 03:22:49
645,Abu Dhabi,24.4667,54.3667,few clouds,72.97,69,20,5.75,AE,2021-12-05 03:22:19
646,Kjollefjord,70.9457,27.3465,broken clouds,20.21,81,65,21.61,NO,2021-12-05 03:23:50
647,Garden City,42.3256,-83.331,overcast clouds,37.35,53,90,1.01,US,2021-12-05 03:20:48
648,Baruun-Urt,46.6806,113.2792,clear sky,27.64,48,7,7.99,MN,2021-12-05 03:23:51
649,Taltal,-25.4,-70.4833,scattered clouds,63.37,74,27,0.98,CL,2021-12-05 03:23:51
650,Tura,25.5198,90.2201,overcast clouds,72.73,62,95,1.99,IN,2021-12-05 03:23:51
651,Kirakira,-10.4544,161.9205,broken clouds,85.96,70,78,1.21,SB,2021-12-05 03:23:52
652,Abu Kamal,34.4506,40.9171,overcast clouds,54.61,36,100,9.62,SY,2021-12-05 03:23:52
653,Lakselv,70.0513,24.9718,few clouds,8.42,72,23,16.11,NO,2021-12-05 03:23:52
654,Qasigiannguit,68.8193,-51.1922,light rain,37.65,43,100,31.45,GL,2021-12-05 03:23:53
655,Kununurra,-15.7667,128.7333,overcast clouds,103.98,33,100,12.66,AU,2021-12-05 03:23:53
656,Fort Nelson,58.8053,-122.7002,few clouds,-24.21,76,20,4.61,CA,2021-12-05 03:21:00
657,Marzuq,14.4,46.4667,clear sky,55.76,38,0,0.94,YE,2021-12-05 03:23:54
658,Nevelsk,46.6733,141.8633,overcast clouds,23.43,67,99,19.86,RU,2021-12-05 03:23:54
659,Baghmara,23.795,86.2085,overcast clouds,69.04,69,89,3.51,IN,2021-12-05 03:23:55
660,Champerico,14.3,-91.9167,clear sky,81.03,72,4,4.18,GT,2021-12-05 03:23:55
661,Arman,59.7,150.1667,broken clouds,-7.76,95,55,4.72,RU,2021-12-05 03:23:55
662,Hamina,60.5697,27.1979,broken clouds,4.28,90,75,13.29,FI,2021-12-05 03:23:56
663,Suoyarvi,62.0833,32.35,few clouds,-3.41,95,12,5.99,RU,2021-12-05 03:23:56
664,Nkhotakota,-12.9274,34.2961,clear sky,77.9,60,4,13.31,MW,2021-12-05 03:23:56
665,Redwater,33.3582,-94.2544,few clouds,68.29,87,17,4.76,US,2021-12-05 03:23:57
666,Trogir,43.5125,16.2517,overcast clouds,54.9,76,90,18.41,HR,2021-12-05 03:23:57
667,Toamasina,-18.1667,49.3833,few clouds,73.4,94,20,3.44,MG,2021-12-05 03:23:58
668,Neiafu,-18.65,-173.9833,light rain,86.68,70,75,9.22,TO,2021-12-05 03:23:58
669,Emerald,-23.5333,148.1667,scattered clouds,87.94,58,40,3.44,AU,2021-12-05 03:23:58
670,Antofagasta,-23.65,-70.4,scattered clouds,61.88,74,37,2.59,CL,2021-12-05 03:23:59
671,Snezhnogorsk,69.1933,33.2531,broken clouds,-0.02,98,57,7.94,RU,2021-12-05 03:23:59
672,Olinda,-8.0089,-34.8553,light rain,76.73,88,75,6.91,BR,2021-12-05 03:23:59
673,Mareeba,-17.0,145.4333,few clouds,93.43,34,12,9.71,AU,2021-12-05 03:24:00
674,Abnub,27.2696,31.1511,overcast clouds,55.62,32,89,9.75,EG,2021-12-05 03:24:00
675,Lubao,14.9167,120.55,scattered clouds,84.27,56,26,14.23,PH,2021-12-05 03:24:01
676,New Glasgow,45.5834,-62.6486,clear sky,23.79,63,3,5.14,CA,2021-12-05 03:20:27
677,Wexford,52.3342,-6.4575,clear sky,41.56,76,1,22.46,IE,2021-12-05 03:24:01
678,Pedernales,18.0384,-71.744,few clouds,78.53,69,14,3.78,DO,2021-12-05 03:24:01
679,Naifaru,5.4444,73.3657,broken clouds,82.49,74,64,8.88,MV,2021-12-05 03:21:15
680,Axim,4.8699,-2.2405,light rain,78.49,85,100,4.27,GH,2021-12-05 03:24:02
681,Pozo Colorado,-23.4923,-58.7972,overcast clouds,85.93,28,100,7.65,PY,2021-12-05 03:24:02
682,Berbera,10.4396,45.0143,scattered clouds,75.61,67,35,5.59,SO,2021-12-05 03:24:03
683,Yanzhou,35.5528,116.8286,clear sky,50.94,39,1,8.46,CN,2021-12-05 03:24:03
684,Taldan,53.6667,124.8,overcast clouds,7.25,80,100,4.07,RU,2021-12-05 03:24:03
685,Mbeya,-8.9,33.45,few clouds,57.9,81,20,6.08,TZ,2021-12-05 03:24:04
686,Shamary,57.3434,58.2199,overcast clouds,28.0,94,100,7.76,RU,2021-12-05 03:24:04
687,San Miguel,13.4833,-88.1833,few clouds,76.37,74,17,2.77,SV,2021-12-05 03:24:04
688,Darnah,32.767,22.6367,broken clouds,62.33,69,84,30.89,LY,2021-12-05 03:24:05
689,Lhokseumawe,5.1801,97.1507,light rain,81.61,74,38,2.04,ID,2021-12-05 03:25:05
690,Akdepe,42.0551,59.3788,overcast clouds,21.2,76,100,3.29,TM,2021-12-05 03:25:06
691,Port-Gentil,-0.7193,8.7815,moderate rain,79.56,85,100,8.16,GA,2021-12-05 03:25:06
692,Wanaka,-44.7,169.15,scattered clouds,68.11,54,38,1.99,NZ,2021-12-05 03:25:06
693,Asyut,27.181,31.1837,overcast clouds,55.58,31,87,10.71,EG,2021-12-05 03:25:07
694,Hualmay,-11.0964,-77.6139,overcast clouds,66.49,86,100,7.45,PE,2021-12-05 03:25:07
695,Mikhaylovka,50.06,43.2379,light snow,31.78,96,100,9.35,RU,2021-12-05 03:25:07
696,Monrovia,6.3005,-10.7969,light rain,79.27,82,21,6.04,LR,2021-12-05 03:25:08
697,Seoul,37.5683,126.9778,clear sky,45.01,36,0,3.44,KR,2021-12-05 03:22:05
698,Vostok,46.4856,135.8833,broken clouds,13.46,72,77,5.12,RU,2021-12-05 03:25:08
699,Sibu,2.3,111.8167,scattered clouds,86.31,79,40,2.3,MY,2021-12-05 03:25:09
700,Temnikov,54.6302,43.2148,scattered clouds,26.67,79,42,6.35,RU,2021-12-05 03:25:09
701,Mamou,10.5,-12.0,scattered clouds,69.33,31,39,3.13,GN,2021-12-05 03:25:10
702,Karpogory,64.0019,44.4451,broken clouds,0.57,80,55,8.59,RU,2021-12-05 03:25:10
703,Edgewater,28.9889,-80.9023,broken clouds,62.98,100,75,0.0,US,2021-12-05 03:23:29
704,Zyryanskoye,56.8306,86.6258,overcast clouds,21.79,92,100,12.59,RU,2021-12-05 03:25:11
705,Merauke,-8.4667,140.3333,overcast clouds,88.56,61,95,8.23,ID,2021-12-05 03:25:11
706,Bereda,43.2686,-7.5406,overcast clouds,47.41,100,93,5.59,ES,2021-12-05 03:25:12
707,Machico,32.7,-16.7667,broken clouds,65.48,72,75,13.8,PT,2021-12-05 03:25:12
708,Bulaevo,54.9056,70.4439,overcast clouds,31.69,90,98,15.93,KZ,2021-12-05 03:25:12
709,Labuan,5.2767,115.2417,few clouds,86.36,74,20,4.61,MY,2021-12-05 03:23:28
710,Mokhotlong,-29.2894,29.0675,overcast clouds,54.19,76,100,2.15,LS,2021-12-05 03:20:16
